iso3,timestamp,psychology_trust,psychology_fear,psychology_optimism,psychology_nationalism,psychology_social_cohesion,psychology_confidence,society_education,society_urbanization,society_population,society_age,society_religion,society_healthcare,society_migration
IRL,1997-05-01,80.33,5.41,87.63,36.16,78.48,63.3,71.27,4.98,65.75,4.95,39.2,80.42,11.87
IRL,1997-06-01,80.99,4.97,86.88,35.89,78.43,62.99,71.37,5.05,65.79,5.05,39.18,80.46,12.11
IRL,1997-07-01,80.51,5.29,87.2,36.37,77.74,62.75,71.32,4.91,65.71,4.98,39.15,80.5,12.22
IRL,1997-08-01,80.35,5.37,86.89,36.39,77.94,62.81,71.41,5.0,65.78,5.06,39.09,80.4,12.35
IRL,1997-09-01,80.32,4.83,87.28,36.63,78.3,63.42,71.52,5.08,65.67,5.03,39.15,80.49,12.48
IRL,1997-10-01,80.45,5.56,87.71,36.51,77.82,62.88,71.53,4.99,65.83,5.0,39.1,80.58,12.63
IRL,1997-11-01,80.25,4.89,86.99,36.36,78.1,62.97,71.48,5.08,65.77,4.99,39.12,80.67,12.67
IRL,1997-12-01,80.12,4.78,87.49,36.77,78.01,62.96,71.52,5.01,65.81,4.95,39.27,80.63,12.73
IRL,1998-01-01,80.88,5.34,86.93,36.17,78.52,63.18,71.59,5.05,65.89,4.96,39.13,80.65,12.99
IRL,1998-02-01,80.51,5.07,87.54,36.36,78.47,62.85,71.6,4.96,65.76,5.01,39.17,80.78,12.97
IRL,1998-03-01,80.35,5.05,87.05,36.48,78.13,63.22,71.66,5.03,65.84,4.99,39.18,80.69,13.07
IRL,1998-04-01,80.23,5.2,87.15,36.28,78.33,63.55,71.67,4.93,65.78,5.0,39.15,80.78,13.07
IRL,1998-05-01,80.82,4.83,87.0,36.79,78.24,63.04,71.77,5.14,65.73,4.91,39.24,80.78,13.2
IRL,1998-06-01,80.37,4.66,87.54,36.73,77.86,63.04,71.87,4.96,65.89,4.97,39.16,80.83,13.23
IRL,1998-07-01,80.41,5.34,87.87,36.43,78.19,63.67,71.74,5.04,65.9,4.98,39.16,80.81,13.3
IRL,1998-08-01,80.32,4.54,87.29,35.96,77.92,63.07,71.93,5.03,65.89,5.0,39.13,80.86,13.36
IRL,1998-09-01,80.78,5.29,87.5,36.3,77.24,63.17,71.86,5.0,65.84,5.01,39.19,80.81,13.36
IRL,1998-10-01,80.65,5.15,87.18,36.4,77.48,63.03,72.0,5.03,65.85,5.0,39.18,80.82,13.45
IRL,1998-11-01,80.54,5.25,86.88,36.23,77.73,62.9,72.02,4.96,65.88,5.13,39.21,80.89,13.49
IRL,1998-12-01,80.47,4.99,87.14,36.22,77.09,63.11,71.93,5.02,65.85,4.99,39.11,80.92,13.45
IRL,1999-01-01,80.26,4.9,87.29,36.57,76.95,63.15,72.03,5.12,65.84,4.99,39.22,80.89,13.65
IRL,1999-02-01,80.31,5.52,87.33,36.01,77.06,62.92,72.09,5.08,65.88,5.03,39.19,80.94,14.0
IRL,1999-03-01,80.24,5.32,87.66,36.68,77.34,62.73,72.06,5.07,65.87,4.94,39.21,81.0,14.47
IRL,1999-04-01,80.7,4.99,87.77,36.19,77.36,62.94,72.23,4.95,65.91,5.09,39.21,81.09,14.84
IRL,1999-05-01,80.9,5.11,87.31,36.54,77.36,63.01,72.29,4.99,65.82,5.04,39.16,81.18,15.24
IRL,1999-06-01,80.86,4.95,86.99,36.29,77.02,63.2,72.22,5.01,65.87,4.95,39.2,81.25,15.68
IRL,1999-07-01,80.93,5.39,87.89,36.28,77.37,63.42,72.34,4.98,65.83,5.1,39.15,81.3,16.15
IRL,1999-08-01,80.84,5.16,87.16,36.5,77.24,63.56,72.26,4.98,65.91,4.98,39.17,81.32,16.5
IRL,1999-09-01,80.59,5.07,87.47,36.13,77.49,63.05,72.42,5.0,65.81,5.01,39.13,81.46,16.97
IRL,1999-10-01,80.73,5.12,87.56,36.38,77.29,63.17,72.47,4.98,65.88,5.02,39.23,81.57,17.37
IRL,1999-11-01,80.62,4.96,87.72,36.59,77.42,63.28,72.41,5.02,65.99,5.1,39.25,81.64,17.77
IRL,1999-12-01,81.23,5.06,87.43,36.44,77.1,63.28,72.44,5.02,65.94,5.02,39.26,81.7,18.28
IRL,2000-01-01,81.0,5.28,87.55,36.17,77.33,63.43,72.44,5.04,65.85,4.95,39.19,81.71,18.6
IRL,2000-02-01,80.96,4.73,87.01,35.87,77.45,63.17,72.54,5.0,65.9,4.98,39.19,81.88,18.46
IRL,2000-03-01,80.69,5.14,87.54,36.16,77.3,63.73,72.62,4.93,65.97,4.94,39.23,81.96,18.26
IRL,2000-04-01,80.73,5.19,87.64,36.04,77.35,63.95,72.6,4.99,65.94,4.9,39.19,82.05,18.06
IRL,2000-05-01,80.93,4.96,87.94,36.29,77.31,63.35,72.57,4.98,65.99,4.9,39.17,82.11,17.97
IRL,2000-06-01,80.52,5.11,87.24,36.17,77.41,63.62,72.71,5.08,65.98,5.01,39.21,82.21,17.78
IRL,2000-07-01,80.7,4.92,87.33,36.49,77.14,63.54,72.72,5.17,66.07,4.93,39.19,82.34,17.53
IRL,2000-08-01,80.86,4.98,87.54,36.32,77.31,63.2,72.73,4.92,65.86,5.02,39.24,82.42,17.31
IRL,2000-09-01,80.55,4.7,87.49,36.56,76.93,63.24,72.75,4.93,65.95,5.09,39.25,82.48,17.04
IRL,2000-10-01,80.97,4.96,87.8,36.58,77.22,63.41,72.82,5.0,65.91,4.9,39.09,82.67,16.9
IRL,2000-11-01,80.97,5.19,87.63,35.7,77.28,63.44,72.89,4.98,65.95,4.93,39.16,82.77,16.72
IRL,2000-12-01,80.91,5.18,87.41,36.67,77.45,63.24,72.83,4.92,66.01,4.96,39.18,82.83,16.51
IRL,2001-01-01,81.19,5.01,87.01,35.79,77.48,63.1,72.86,4.97,65.92,5.02,39.16,82.94,16.28
IRL,2001-02-01,80.78,5.13,87.49,36.29,77.7,63.38,73.01,4.99,65.89,4.93,39.11,83.0,16.45
IRL,2001-03-01,81.13,4.85,87.21,36.24,76.59,63.6,72.95,4.98,65.86,5.0,39.23,83.11,16.45
IRL,2001-04-01,80.87,4.84,87.57,36.25,77.69,63.31,73.0,4.96,65.89,5.03,39.16,83.17,16.61
IRL,2001-05-01,80.83,4.67,87.46,36.27,77.45,63.28,73.07,4.94,65.86,4.99,39.15,83.33,16.79
IRL,2001-06-01,80.61,5.12,87.27,36.51,77.5,63.47,73.05,4.97,65.9,4.95,39.18,83.33,16.87
IRL,2001-07-01,80.62,5.16,87.09,36.39,77.73,63.07,73.05,5.02,65.99,5.02,39.21,83.35,17.07
IRL,2001-08-01,80.67,5.68,87.68,36.16,77.04,63.4,73.02,4.99,65.85,4.99,39.16,83.59,17.16
IRL,2001-09-01,80.74,4.59,88.01,36.7,77.25,63.56,73.14,4.98,65.87,4.96,39.12,83.75,17.17
IRL,2001-10-01,80.97,5.0,87.45,36.27,77.16,63.01,73.16,5.01,65.88,5.02,39.2,83.65,17.4
IRL,2001-11-01,80.4,5.07,87.31,36.63,77.52,62.98,73.22,4.99,65.83,4.95,39.2,83.88,17.4
IRL,2001-12-01,80.97,5.65,87.92,36.47,77.26,63.22,73.29,4.99,65.9,4.93,39.24,83.84,17.53
IRL,2002-01-01,80.83,4.91,87.61,36.35,77.19,63.9,73.25,4.99,65.95,5.02,39.19,84.02,17.6
IRL,2002-02-01,80.31,4.76,87.69,36.59,77.27,63.52,73.37,5.05,65.87,5.12,39.26,83.92,17.57
IRL,2002-03-01,80.38,4.61,87.65,36.44,77.73,63.09,73.33,4.99,65.87,5.15,39.2,84.24,17.44
IRL,2002-04-01,80.53,5.05,87.62,36.41,77.21,63.5,73.29,5.0,66.0,5.03,39.24,84.13,17.34
IRL,2002-05-01,80.86,4.88,87.72,35.82,77.15,63.22,73.41,5.04,65.92,4.92,39.24,84.34,17.19
IRL,2002-06-01,80.59,5.29,87.44,36.57,77.12,62.96,73.34,4.92,65.94,5.03,39.19,84.42,17.14
IRL,2002-07-01,80.66,4.83,88.19,36.15,76.9,63.22,73.47,5.0,65.88,5.04,39.14,84.47,17.0
IRL,2002-08-01,80.78,4.74,88.07,36.48,76.88,63.57,73.42,5.06,65.9,5.07,39.22,84.63,16.96
IRL,2002-09-01,80.79,5.28,87.96,36.63,77.45,63.01,73.55,4.98,65.92,5.09,39.24,84.67,16.76
IRL,2002-10-01,80.72,5.04,87.91,36.67,77.17,62.95,73.55,5.06,66.0,5.0,39.21,84.86,16.69
IRL,2002-11-01,80.47,4.44,87.58,36.09,77.0,63.71,73.52,5.02,65.94,5.02,39.28,84.85,16.58
IRL,2002-12-01,80.63,5.03,87.72,36.45,77.16,63.55,73.61,5.05,65.95,5.05,39.14,84.84,16.41
IRL,2003-01-01,81.2,5.37,87.06,36.1,76.77,63.49,73.65,4.97,65.81,5.0,39.29,85.05,16.37
IRL,2003-02-01,80.54,5.06,87.56,36.04,77.26,63.22,73.62,5.02,65.99,4.96,39.17,85.1,15.98
IRL,2003-03-01,80.48,5.03,88.11,36.14,77.09,63.41,73.76,4.97,65.98,4.97,39.09,85.16,15.8
IRL,2003-04-01,80.58,5.24,87.84,36.27,77.26,63.04,73.81,5.03,66.01,5.03,39.25,85.17,15.6
IRL,2003-05-01,80.84,5.12,87.95,36.54,76.74,62.92,73.81,4.98,65.9,5.03,39.15,85.33,15.3
IRL,2003-06-01,80.61,4.98,87.63,36.61,77.34,63.04,73.84,4.96,65.88,4.97,39.12,85.42,15.07
IRL,2003-07-01,80.64,4.7,88.29,36.46,77.26,63.16,73.86,5.0,65.86,4.97,39.16,85.44,14.79
IRL,2003-08-01,80.53,5.01,88.08,36.48,77.18,63.32,73.86,4.99,65.87,4.91,39.17,85.68,14.39
IRL,2003-09-01,81.12,5.11,88.1,36.32,76.75,63.32,73.93,5.02,65.91,5.01,39.22,85.69,14.22
IRL,2003-10-01,80.57,5.23,87.76,36.24,77.19,62.94,73.88,5.03,65.95,5.05,39.25,85.69,14.0
IRL,2003-11-01,80.34,5.19,87.71,36.33,77.0,63.07,73.98,4.87,65.84,4.99,39.2,85.83,13.79
IRL,2003-12-01,80.63,4.84,88.04,35.94,77.16,63.29,74.02,4.98,65.93,5.05,39.25,85.77,13.5
IRL,2004-01-01,80.38,4.82,87.86,36.26,77.05,63.51,74.05,4.97,65.95,4.96,39.21,85.9,13.27
IRL,2004-02-01,80.42,5.13,88.23,36.11,77.08,63.35,74.08,4.99,65.86,5.0,39.19,85.99,13.25
IRL,2004-03-01,80.69,4.72,87.84,36.26,77.08,63.25,74.18,5.04,65.88,4.99,39.2,86.02,13.25
IRL,2004-04-01,80.57,4.83,87.84,36.15,77.12,63.22,74.15,4.99,65.88,4.98,39.07,86.12,13.25
IRL,2004-05-01,80.2,5.1,87.69,36.27,77.27,63.32,74.19,5.03,65.85,4.96,39.12,86.24,13.17
IRL,2004-06-01,80.49,5.23,88.23,36.47,77.29,63.14,74.19,4.91,65.9,5.03,39.15,86.31,13.13
IRL,2004-07-01,80.2,5.4,87.83,36.53,76.67,63.12,74.18,4.94,65.92,4.97,39.18,86.37,13.29
IRL,2004-08-01,81.18,4.97,88.33,36.57,77.11,63.15,74.34,5.02,65.92,5.04,39.21,86.49,13.18
IRL,2004-09-01,80.65,5.02,87.54,36.45,77.27,63.25,74.3,5.03,65.88,4.94,39.27,86.53,13.16
IRL,2004-10-01,80.65,5.11,87.64,36.2,77.2,62.92,74.34,5.02,65.9,4.97,39.18,86.63,13.18
IRL,2004-11-01,80.55,4.78,87.83,36.02,77.05,62.77,74.4,5.04,65.96,5.0,39.2,86.73,13.06
IRL,2004-12-01,80.16,5.37,87.71,36.26,76.84,63.09,74.36,4.86,65.88,4.97,39.25,86.78,13.03
IRL,2005-01-01,80.77,4.78,88.02,36.44,76.98,63.37,74.33,5.05,65.92,5.02,39.13,86.94,13.03
IRL,2005-02-01,80.18,5.07,87.72,36.42,76.9,62.83,74.49,5.06,65.97,5.02,39.2,86.82,13.16
IRL,2005-03-01,80.63,4.39,87.77,36.71,77.28,63.15,74.6,4.98,65.95,5.09,39.31,86.99,13.23
IRL,2005-04-01,80.76,4.85,87.74,36.1,77.56,63.34,74.52,5.01,65.99,5.1,39.15,87.04,13.27
IRL,2005-05-01,80.88,5.09,87.73,36.13,76.87,62.99,74.51,5.02,65.97,5.05,39.19,86.99,13.39
IRL,2005-06-01,80.31,4.03,87.74,36.31,77.13,63.34,74.57,4.97,65.84,5.04,39.18,87.03,13.47
IRL,2005-07-01,80.44,5.66,87.58,36.25,76.9,63.18,74.58,4.95,65.92,5.03,39.26,87.19,13.55
IRL,2005-08-01,80.94,5.21,87.74,36.44,77.12,63.5,74.62,4.99,65.84,4.94,39.17,87.21,13.63
IRL,2005-09-01,80.51,4.61,87.65,36.37,77.37,63.3,74.65,5.04,65.84,5.08,39.1,87.32,13.74
IRL,2005-10-01,80.78,5.05,87.67,36.75,77.37,63.29,74.74,4.99,65.9,5.05,39.17,87.4,13.7
IRL,2005-11-01,80.51,5.06,87.58,36.47,76.83,63.45,74.76,5.02,65.95,4.97,39.15,87.39,13.81
IRL,2005-12-01,80.4,4.76,87.69,36.38,77.46,62.87,74.8,5.01,65.9,5.1,39.17,87.49,13.88
IRL,2006-01-01,81.04,4.71,87.66,36.69,77.23,63.14,74.85,4.98,65.91,5.03,39.17,87.47,14.05
IRL,2006-02-01,80.33,4.69,87.37,36.25,77.08,63.22,74.84,4.98,65.87,5.02,39.15,87.59,14.06
IRL,2006-03-01,80.55,4.8,87.9,35.97,77.5,63.59,74.78,4.96,65.84,5.08,39.2,87.61,14.09
IRL,2006-04-01,80.69,4.79,87.37,36.15,77.58,63.73,74.95,5.01,66.01,5.15,39.2,87.68,14.05
IRL,2006-05-01,80.98,5.03,87.7,36.19,77.52,63.62,74.92,5.01,66.0,4.97,39.19,87.77,14.13
IRL,2006-06-01,80.8,5.4,87.95,36.34,78.21,63.66,75.03,5.07,65.9,4.98,39.15,87.85,14.11
IRL,2006-07-01,80.89,4.97,87.54,36.22,77.63,63.59,75.14,4.94,65.93,5.01,39.1,87.93,14.18
IRL,2006-08-01,81.42,4.82,87.51,36.38,77.85,63.54,75.11,5.05,65.79,5.01,39.19,87.91,14.28
IRL,2006-09-01,81.54,4.52,87.35,36.33,77.76,63.52,75.06,4.99,65.95,4.96,39.18,88.02,14.28
IRL,2006-10-01,81.28,5.42,87.73,36.32,78.18,63.64,75.12,4.96,65.96,4.96,39.23,88.08,14.26
IRL,2006-11-01,81.33,4.95,87.53,36.33,77.74,63.83,75.09,4.92,65.95,5.02,39.21,88.18,14.23
IRL,2006-12-01,81.96,5.04,87.5,36.16,78.16,64.14,75.08,5.03,65.96,4.92,39.2,88.23,14.25
IRL,2007-01-01,81.24,4.9,87.42,36.14,78.04,63.68,75.09,5.07,65.92,4.98,39.18,88.3,14.27
IRL,2007-02-01,81.42,4.63,87.92,36.62,77.99,63.71,75.24,5.04,65.89,4.88,39.19,88.26,14.37
IRL,2007-03-01,81.29,4.85,87.0,36.71,77.99,64.0,75.22,4.96,65.85,4.98,39.15,88.4,14.38
IRL,2007-04-01,81.4,4.65,87.38,36.88,77.96,64.04,75.3,4.96,65.92,4.95,39.16,88.47,14.42
IRL,2007-05-01,81.48,4.94,87.46,36.18,78.5,63.96,75.29,4.97,65.87,5.02,39.21,88.48,14.51
IRL,2007-06-01,81.65,5.16,87.87,36.51,77.89,64.38,75.31,5.04,65.95,4.95,39.24,88.51,14.44
IRL,2007-07-01,81.79,4.77,87.46,36.43,77.68,64.26,75.43,4.98,65.85,5.0,39.19,88.57,14.59
IRL,2007-08-01,81.94,4.85,87.66,36.28,78.42,64.6,75.31,4.95,65.94,4.99,39.2,88.67,14.56
IRL,2007-09-01,81.82,5.15,87.21,36.18,78.12,64.3,75.39,5.01,65.94,5.06,39.17,88.65,14.59
IRL,2007-10-01,82.01,5.28,87.34,36.4,78.06,64.34,75.56,4.96,65.91,4.98,39.13,88.69,14.69
IRL,2007-11-01,81.83,5.08,87.68,36.34,78.27,64.16,75.44,4.86,65.94,4.99,39.27,88.68,14.64
IRL,2007-12-01,81.76,4.85,87.84,36.43,78.57,64.33,75.61,4.98,65.95,4.96,39.22,88.83,14.64
IRL,2008-01-01,82.09,4.76,87.93,36.23,78.11,64.28,75.63,5.0,65.95,5.0,39.21,88.82,14.67
IRL,2008-02-01,82.4,5.31,87.67,36.47,78.14,64.89,75.6,4.97,65.92,4.99,39.41,88.87,13.98
IRL,2008-03-01,82.06,5.23,87.83,36.52,78.51,64.65,75.63,5.02,65.95,5.04,39.78,88.96,13.35
IRL,2008-04-01,82.48,4.99,87.3,36.63,78.38,64.28,75.74,5.01,65.93,5.09,40.08,88.96,12.57
IRL,2008-05-01,82.12,5.21,87.43,36.64,78.23,64.09,75.76,4.93,65.9,5.05,40.39,88.9,11.85
IRL,2008-06-01,82.43,5.0,87.24,36.14,78.31,64.17,75.79,5.04,65.92,5.03,40.76,89.02,11.02
IRL,2008-07-01,81.83,4.99,87.99,36.45,78.69,64.39,75.9,5.01,65.99,5.01,41.01,89.05,10.32
IRL,2008-08-01,82.05,4.45,87.2,36.54,78.57,64.08,75.84,5.0,65.93,4.97,41.27,89.16,9.6
IRL,2008-09-01,82.37,5.13,87.83,36.4,78.32,63.92,75.91,4.96,65.86,4.97,41.59,89.13,8.89
IRL,2008-10-01,81.83,5.01,87.76,36.16,78.33,64.38,75.89,5.01,65.93,5.09,41.83,89.14,8.22
IRL,2008-11-01,81.77,4.88,88.09,37.05,78.64,64.68,75.83,5.0,65.93,5.04,42.3,89.35,7.5
IRL,2008-12-01,81.61,4.8,87.58,36.12,78.47,63.88,75.95,4.97,65.97,5.02,42.48,89.25,6.72
IRL,2009-01-01,82.56,4.98,87.56,36.98,78.65,64.22,76.07,4.99,65.88,5.01,42.81,89.29,6.0
IRL,2009-02-01,82.06,4.92,87.92,36.17,78.3,64.64,76.0,5.05,65.9,5.05,42.81,89.36,6.01
IRL,2009-03-01,81.8,5.07,87.92,36.38,78.3,64.29,76.09,5.03,65.87,5.05,42.88,89.52,6.02
IRL,2009-04-01,82.08,5.35,87.08,35.75,78.71,63.75,76.08,5.04,65.99,4.99,42.86,89.61,6.06
IRL,2009-05-01,81.74,5.27,87.45,36.2,78.54,64.51,76.1,4.94,65.88,5.0,42.71,89.72,6.13
IRL,2009-06-01,82.48,4.62,87.71,36.37,77.96,64.21,76.13,4.98,65.91,4.92,42.79,89.89,6.07
IRL,2009-07-01,81.97,5.03,87.72,36.43,78.28,64.14,76.09,5.01,65.96,5.03,42.84,89.92,6.08
IRL,2009-08-01,81.69,5.31,87.84,36.38,78.5,64.44,76.21,5.05,65.9,4.99,42.81,90.06,6.13
IRL,2009-09-01,82.21,5.01,88.02,36.89,77.96,64.34,76.16,4.89,66.0,5.0,42.81,90.23,6.19
IRL,2009-10-01,81.83,4.95,88.31,35.82,78.79,64.27,76.29,5.07,65.93,4.98,42.83,90.29,6.15
IRL,2009-11-01,81.82,5.12,88.16,35.95,78.46,64.1,76.23,5.03,65.83,5.03,42.88,90.45,6.19
IRL,2009-12-01,82.12,4.76,87.7,36.38,78.32,63.83,76.2,4.99,65.99,5.0,42.77,90.48,6.18
IRL,2010-01-01,82.32,5.31,87.73,36.48,78.28,64.12,76.33,5.05,65.92,4.97,42.94,90.55,6.19
IRL,2010-02-01,81.58,5.05,88.34,36.52,78.57,64.29,76.35,5.01,66.01,5.0,42.82,90.6,6.21
IRL,2010-03-01,82.66,5.58,88.49,36.31,78.77,64.69,76.4,5.04,65.93,4.97,42.81,90.69,6.18
IRL,2010-04-01,81.92,4.66,88.22,35.6,78.47,64.11,76.41,5.05,65.93,4.99,42.89,90.58,6.18
IRL,2010-05-01,82.05,4.81,88.35,36.74,78.9,64.3,76.39,5.04,65.89,4.93,42.85,90.72,6.17
IRL,2010-06-01,81.84,4.72,88.43,36.41,78.58,64.34,76.32,4.96,65.96,4.95,42.82,90.52,6.15
IRL,2010-07-01,82.12,5.16,88.41,36.51,78.37,64.0,76.43,5.01,66.01,5.0,42.84,90.63,6.21
IRL,2010-08-01,82.12,5.04,88.12,36.47,78.47,63.98,76.33,4.96,65.95,5.01,42.83,90.71,6.18
IRL,2010-09-01,82.02,5.3,87.99,35.72,78.78,64.17,76.32,5.0,65.96,4.97,42.84,90.67,6.1
IRL,2010-10-01,82.45,4.91,88.64,36.22,78.37,64.32,76.42,5.03,65.95,5.03,42.87,90.65,6.14
IRL,2010-11-01,82.21,4.99,88.28,36.5,78.56,64.39,76.35,5.0,65.82,5.0,42.78,90.65,6.16
IRL,2010-12-01,82.18,5.04,88.46,36.43,78.6,64.06,76.35,4.99,65.89,5.04,42.7,90.74,6.16
IRL,2011-01-01,81.58,5.27,88.81,36.22,78.49,64.79,76.42,4.85,66.0,5.06,42.81,90.66,6.14
IRL,2011-02-01,81.93,5.28,88.86,36.58,78.79,64.33,76.39,5.01,65.9,4.95,43.28,90.72,6.17
IRL,2011-03-01,82.15,4.56,88.8,35.8,78.14,64.37,76.37,5.06,65.94,4.99,43.86,90.82,6.16
IRL,2011-04-01,81.98,5.15,88.46,36.12,78.67,64.31,76.3,4.99,65.9,4.89,44.41,90.79,6.21
IRL,2011-05-01,81.96,4.83,88.22,36.27,77.85,64.48,76.4,4.95,65.96,4.92,44.98,90.92,6.26
IRL,2011-06-01,82.6,4.89,88.65,36.34,77.77,64.31,76.35,5.04,65.89,4.93,45.47,90.89,6.14
IRL,2011-07-01,82.26,5.11,88.67,36.2,78.0,64.22,76.37,4.99,66.05,5.0,46.14,90.94,6.17
IRL,2011-08-01,81.96,5.29,88.85,36.01,77.68,64.01,76.27,4.98,65.95,4.98,46.7,90.96,6.25
IRL,2011-09-01,82.0,4.69,88.74,36.18,77.61,64.11,76.4,5.06,65.94,4.86,47.08,90.97,6.11
IRL,2011-10-01,81.66,5.07,88.87,36.31,77.49,64.64,76.29,5.08,65.87,4.95,47.62,91.07,6.2
IRL,2011-11-01,81.78,4.99,88.88,36.41,77.49,64.71,76.34,5.0,65.94,5.02,48.21,91.16,6.23
IRL,2011-12-01,82.61,4.95,89.23,36.3,77.56,64.77,76.39,5.02,65.96,5.03,48.76,91.13,6.23
IRL,2012-01-01,82.15,4.56,89.58,36.35,77.34,64.01,76.34,4.99,65.89,4.87,49.27,91.11,6.17
IRL,2012-02-01,82.86,5.0,88.95,36.0,77.38,64.45,76.36,5.0,65.94,5.02,49.24,91.15,6.2
IRL,2012-03-01,82.13,5.49,88.9,36.55,77.85,64.81,76.32,4.96,65.84,5.02,49.23,91.25,6.18
IRL,2012-04-01,82.65,4.87,89.37,36.38,78.19,64.6,76.38,5.07,65.94,5.07,49.33,91.24,6.12
IRL,2012-05-01,82.68,5.1,88.99,36.5,77.4,64.27,76.39,5.04,65.91,4.99,49.22,91.33,6.13
IRL,2012-06-01,82.26,5.17,89.26,36.24,77.46,64.39,76.41,4.88,65.85,5.04,49.27,91.41,6.1
IRL,2012-07-01,82.37,5.14,89.24,36.64,77.45,64.34,76.44,5.08,65.94,4.99,49.35,91.36,6.17
IRL,2012-08-01,82.5,5.04,88.75,36.37,77.47,64.24,76.39,5.05,65.9,4.96,49.28,91.49,6.25
IRL,2012-09-01,82.18,4.41,89.59,36.55,77.77,64.44,76.38,5.05,65.91,5.02,49.22,91.44,6.1
IRL,2012-10-01,81.96,4.92,89.43,36.4,77.82,64.49,76.41,4.94,65.9,4.97,49.34,91.58,6.23
IRL,2012-11-01,82.43,5.03,89.41,36.35,77.51,64.86,76.32,4.99,65.94,4.96,49.27,91.58,6.15
IRL,2012-12-01,82.19,5.41,89.74,36.27,78.06,64.0,76.35,4.98,66.09,4.98,49.27,91.6,6.14
IRL,2013-01-01,82.2,5.16,89.38,36.56,77.66,64.39,76.37,4.94,65.98,4.93,49.31,91.66,6.18
IRL,2013-02-01,82.7,5.24,88.99,36.32,77.86,64.6,76.3,5.03,65.77,5.05,49.29,91.76,6.18
IRL,2013-03-01,82.1,4.71,89.36,36.56,77.99,64.1,76.35,4.98,65.83,5.06,49.27,91.78,6.16
IRL,2013-04-01,82.94,4.73,89.91,36.57,77.83,64.9,76.42,4.93,65.93,5.06,49.27,91.77,6.12
IRL,2013-05-01,82.21,5.14,89.52,36.23,78.0,64.68,76.27,4.95,65.98,5.02,49.17,91.8,6.18
IRL,2013-06-01,82.21,5.38,89.86,36.37,77.67,64.77,76.42,5.15,66.0,5.01,49.29,91.9,6.17
IRL,2013-07-01,82.21,5.48,89.4,36.54,77.5,64.52,76.37,5.08,65.87,5.06,49.28,91.92,6.24
IRL,2013-08-01,82.19,4.84,89.43,36.08,77.76,64.06,76.35,5.03,65.87,4.96,49.29,91.96,6.21
IRL,2013-09-01,82.53,5.18,89.24,36.14,77.78,64.0,76.35,5.04,65.89,5.06,49.38,92.0,6.13
IRL,2013-10-01,82.5,4.83,89.58,36.4,77.54,64.57,76.3,5.04,65.94,5.04,49.24,92.01,6.15
IRL,2013-11-01,82.35,4.81,90.05,36.56,78.17,64.66,76.43,4.99,65.85,5.04,49.28,92.15,6.15
IRL,2013-12-01,82.9,4.78,89.56,36.94,78.08,64.69,76.37,4.98,65.95,4.99,49.25,92.17,6.09
IRL,2014-01-01,82.42,5.23,89.76,35.85,77.96,64.25,76.31,5.04,65.93,5.09,49.31,92.23,6.15
IRL,2014-02-01,82.45,5.24,89.52,36.0,77.92,64.37,76.32,4.95,65.93,5.09,49.29,92.18,6.17
IRL,2014-03-01,82.25,5.03,89.36,36.44,77.56,65.0,76.33,5.03,65.9,5.1,49.24,92.28,6.17
IRL,2014-04-01,82.07,5.23,89.94,36.38,78.03,64.55,76.31,4.96,65.91,5.0,49.32,92.28,6.19
IRL,2014-05-01,82.64,4.92,89.55,36.23,77.55,64.63,76.28,4.96,65.98,5.03,49.23,92.43,6.21
IRL,2014-06-01,82.85,5.07,89.77,36.35,77.85,63.99,76.32,5.0,65.93,5.03,49.27,92.36,6.23
IRL,2014-07-01,82.16,5.4,89.92,36.47,77.52,64.68,76.38,5.05,65.95,4.92,49.24,92.45,6.23
IRL,2014-08-01,82.93,5.57,89.99,36.41,77.38,64.37,76.41,4.92,65.98,5.04,49.28,92.41,6.2
IRL,2014-09-01,82.44,4.98,89.85,35.96,77.75,64.16,76.33,4.96,65.94,4.97,49.24,92.44,6.16
IRL,2014-10-01,82.09,5.27,90.0,36.29,77.74,64.39,76.47,5.07,65.85,5.03,49.24,92.49,6.15
IRL,2014-11-01,82.83,4.97,90.31,36.72,77.67,64.4,76.42,4.94,65.89,5.01,49.32,92.51,6.18
IRL,2014-12-01,81.95,5.3,90.27,36.2,77.37,64.69,76.29,5.0,65.98,4.97,49.26,92.6,6.15
IRL,2015-01-01,82.39,4.69,90.1,36.52,77.34,64.57,76.3,4.96,65.89,5.02,49.27,92.57,6.16
IRL,2015-02-01,82.28,5.65,89.6,36.46,77.59,64.46,76.32,4.97,65.94,4.96,49.23,92.66,6.22
IRL,2015-03-01,82.16,4.81,89.97,36.33,77.65,64.4,76.38,4.97,65.85,5.0,49.23,92.57,6.14
IRL,2015-04-01,82.12,5.0,90.67,36.22,77.31,64.18,76.36,4.96,65.95,5.0,49.35,92.73,6.25
IRL,2015-05-01,82.08,4.92,90.53,36.39,78.24,63.94,76.33,4.94,66.02,4.98,49.24,92.72,6.14
IRL,2015-06-01,81.6,4.67,90.37,36.54,77.96,64.29,76.35,4.99,65.94,5.03,49.24,92.69,6.24
IRL,2015-07-01,81.89,4.97,90.94,36.05,77.97,63.82,76.33,4.96,66.04,5.09,49.24,92.9,6.13
IRL,2015-08-01,82.02,5.06,90.86,36.57,77.75,63.91,76.32,4.97,65.88,4.91,49.23,92.92,6.15
